"","x"
"cell3520","CD34+CD45RA-CLEC12A-"
"cell3521","CD34+CD45RA-CLEC12A-"
"cell3522","CD34+CD45RA-CLEC12A-"
"cell3523","CD34+CD45RA+CLEC12A-"
"cell3524","CD34+CD45RA-CLEC12A-"
"cell3525","CD34+CD45RA-CLEC12A-"
"cell3526","CD34+CD45RA-CLEC12A-"
"cell3527","CD34+CD45RA+CLEC12A-"
"cell3528","CD34+CD45RA-CLEC12A-"
"cell3529","CD34+CD45RA-CLEC12A-"
"cell3530","CD34+CD45RA-CLEC12A-"
"cell3531","CD34+CD45RA-CLEC12A-"
"cell3532","CD34+CD45RA-CLEC12A-"
"cell3533","CD34+CD45RA-CLEC12A-"
"cell3534","CD34+CD45RA-CLEC12A-"
"cell3535","CD34+CD45RA-CLEC12A-"
"cell3536","CD34+CD45RA+CLEC12A-"
"cell3537","CD34+CD45RA-CLEC12A-"
"cell3538","CD34+CD45RA-CLEC12A-"
"cell3539","CD34+CD45RA-CLEC12A-"
"cell3540","CD34+CD45RA-CLEC12A-"
"cell3541","CD34+CD45RA-CLEC12A-"
"cell3542","CD34+CD45RA-CLEC12A-"
"cell3543","CD34+CD45RA+CLEC12A-"
"cell3544","CD34+CD45RA-CLEC12A-"
"cell3545","CD34+CD45RA+CLEC12A+"
"cell3546","CD34+CD45RA-CLEC12A+"
"cell3547","CD34+CD45RA-CLEC12A+"
"cell3548","CD34+CD45RA-CLEC12A-"
"cell3549","CD34+CD45RA-CLEC12A-"
"cell3550","CD34+CD45RA-CLEC12A+"
"cell3551","CD34+CD45RA-CLEC12A+"
"cell3552","CD34+CD45RA+CLEC12A-"
"cell3553","CD34+CD45RA-CLEC12A-"
"cell3554","CD34+CD45RA-CLEC12A-"
"cell3555","CD34+CD45RA-CLEC12A+"
"cell3556","CD34+CD45RA-CLEC12A-"
"cell3557","CD34+CD45RA-CLEC12A-"
"cell3558","CD34+CD45RA-CLEC12A-"
"cell3559","CD34+CD45RA-CLEC12A-"
"cell3560","CD34+CD45RA-CLEC12A-"
"cell3561","CD34+CD45RA-CLEC12A-"
"cell3562","CD34+CD45RA+CLEC12A-"
"cell3563","CD34+CD45RA-CLEC12A-"
"cell3565","CD34+CD45RA-CLEC12A-"
"cell3566","CD34+CD45RA-CLEC12A-"
"cell3567","CD34+CD45RA-CLEC12A+"
"cell3568","CD34+CD45RA-CLEC12A+"
"cell3569","CD34+CD45RA-CLEC12A-"
"cell3570","CD34+CD45RA+CLEC12A-"
"cell3571","CD34+CD45RA-CLEC12A-"
"cell3572","CD34+CD45RA-CLEC12A-"
"cell3573","CD34+CD45RA-CLEC12A+"
"cell3574","CD34+CD45RA-CLEC12A+"
"cell3575","CD34+CD45RA-CLEC12A-"
"cell3576","CD34+CD45RA+CLEC12A-"
"cell3577","CD34+CD45RA-CLEC12A-"
"cell3578","CD34+CD45RA-CLEC12A+"
"cell3579","CD34+CD45RA-CLEC12A-"
"cell3580","CD34+CD45RA-CLEC12A-"
"cell3581","CD34+CD45RA+CLEC12A-"
"cell3582","CD34+CD45RA+CLEC12A+"
"cell3583","CD34+CD45RA-CLEC12A-"
"cell3584","CD34+CD45RA-CLEC12A-"
"cell3585","CD34+CD45RA-CLEC12A-"
"cell3587","CD34+CD45RA-CLEC12A-"
"cell3588","CD34+CD45RA-CLEC12A-"
"cell3589","CD34+CD45RA-CLEC12A-"
"cell3590","CD34+CD45RA-CLEC12A-"
"cell3591","CD34+CD45RA+CLEC12A-"
"cell3592","CD34+CD45RA-CLEC12A-"
"cell3593","CD34+CD45RA-CLEC12A+"
"cell3594","CD34+CD45RA-CLEC12A-"
"cell3595","CD34+CD45RA-CLEC12A+"
"cell3596","CD34+CD45RA+CLEC12A+"
"cell3597","CD34+CD45RA-CLEC12A-"
"cell3598","CD34+CD45RA-CLEC12A-"
"cell3599","CD34+CD45RA-CLEC12A-"
"cell3600","CD34+CD45RA-CLEC12A-"
"cell3601","CD34+CD45RA-CLEC12A-"
"cell3602","CD34+CD45RA-CLEC12A-"
"cell3603","CD34+CD45RA-CLEC12A-"
"cell3604","CD34+CD45RA-CLEC12A-"
"cell3605","CD34+CD45RA-CLEC12A+"
"cell3606","CD34+CD45RA-CLEC12A-"
"cell3607","CD34+CD45RA-CLEC12A-"
"cell3608","CD34+CD45RA-CLEC12A-"
"cell3609","CD34+CD45RA-CLEC12A-"
"cell3610","CD34+CD45RA-CLEC12A+"
"cell3611","CD34+CD45RA-CLEC12A+"
"cell3612","CD34+CD45RA-CLEC12A-"
"cell3614","CD34+CD45RA-CLEC12A-"
"cell3615","CD34+CD45RA-CLEC12A-"
"cell3616","CD34+CD45RA-CLEC12A-"
"cell3617","CD34+CD45RA+CLEC12A+"
"cell3618","CD34+CD45RA-CLEC12A-"
"cell3619","CD34+CD45RA+CLEC12A-"
"cell3620","CD34+CD45RA-CLEC12A-"
"cell3621","CD34+CD45RA-CLEC12A-"
"cell3622","CD34+CD45RA-CLEC12A-"
"cell3624","CD34+CD45RA+CLEC12A-"
"cell3625","CD34+CD45RA+CLEC12A-"
"cell3626","CD34+CD45RA-CLEC12A+"
"cell3627","CD34+CD45RA-CLEC12A-"
"cell3628","CD34+CD45RA-CLEC12A-"
"cell3629","CD34+CD45RA-CLEC12A-"
"cell3630","CD34+CD45RA-CLEC12A-"
"cell3631","CD34+CD45RA-CLEC12A-"
"cell3632","CD34+CD45RA-CLEC12A-"
"cell3633","CD34+CD45RA-CLEC12A-"
"cell3634","CD34+CD45RA-CLEC12A-"
"cell3635","CD34+CD45RA+CLEC12A-"
"cell3636","CD34+CD45RA+CLEC12A-"
"cell3637","CD34+CD45RA-CLEC12A-"
"cell3638","CD34+CD45RA-CLEC12A-"
"cell3639","CD34+CD45RA-CLEC12A-"
"cell3640","CD34+CD45RA-CLEC12A+"
"cell3641","CD34+CD45RA-CLEC12A-"
"cell3642","CD34+CD45RA-CLEC12A+"
"cell3643","CD34+CD45RA+CLEC12A-"
"cell3644","CD34+CD45RA-CLEC12A-"
"cell3645","CD34+CD45RA-CLEC12A-"
"cell3646","CD34+CD45RA+CLEC12A-"
"cell3647","CD34+CD45RA-CLEC12A-"
"cell3648","CD34+CD45RA-CLEC12A-"
"cell3649","CD34+CD45RA-CLEC12A-"
"cell3650","CD34+CD45RA-CLEC12A-"
"cell3651","CD34+CD45RA+CLEC12A-"
"cell3652","CD34+CD45RA+CLEC12A-"
"cell3653","CD34+CD45RA-CLEC12A+"
"cell3654","CD34+CD45RA+CLEC12A+"
"cell3655","CD34+CD45RA+CLEC12A-"
"cell3656","CD34+CD45RA-CLEC12A-"
"cell3657","CD34+CD45RA-CLEC12A+"
"cell3658","CD34+CD45RA-CLEC12A-"
"cell3659","CD34+CD45RA-CLEC12A+"
"cell3660","CD34+CD45RA-CLEC12A-"
"cell3661","CD34+CD45RA-CLEC12A-"
"cell3662","CD34+CD45RA+CLEC12A-"
"cell3663","CD34+CD45RA-CLEC12A-"
"cell3664","CD34+CD45RA-CLEC12A-"
"cell3665","CD34+CD45RA-CLEC12A-"
"cell3666","CD34+CD45RA+CLEC12A-"
"cell3667","CD34+CD45RA-CLEC12A-"
"cell3668","CD34+CD45RA-CLEC12A-"
"cell3669","CD34+CD45RA-CLEC12A-"
"cell3670","CD34+CD45RA+CLEC12A-"
"cell3671","CD34+CD45RA-CLEC12A-"
"cell3672","CD34+CD45RA-CLEC12A-"
"cell3673","CD34+CD45RA-CLEC12A-"
"cell3674","CD34+CD45RA-CLEC12A-"
"cell3675","CD34+CD45RA-CLEC12A+"
"cell3676","CD34+CD45RA-CLEC12A-"
"cell3677","CD34+CD45RA-CLEC12A-"
"cell3678","CD34+CD45RA-CLEC12A-"
"cell3679","CD34+CD45RA-CLEC12A-"
"cell3680","CD34+CD45RA+CLEC12A+"
"cell3681","CD34+CD45RA-CLEC12A-"
"cell3682","CD34+CD45RA-CLEC12A-"
"cell3683","CD34+CD45RA+CLEC12A-"
"cell3684","CD34+CD45RA-CLEC12A-"
"cell3685","CD34+CD45RA-CLEC12A-"
"cell3686","CD34+CD45RA-CLEC12A-"
"cell3687","CD34+CD45RA-CLEC12A-"
"cell3688","CD34+CD45RA+CLEC12A-"
"cell3689","CD34+CD45RA-CLEC12A-"
"cell3690","CD34+CD45RA+CLEC12A+"
"cell3691","CD34+CD45RA-CLEC12A-"
"cell3692","CD34+CD45RA-CLEC12A-"
"cell3693","CD34+CD45RA-CLEC12A-"
"cell3694","CD34+CD45RA-CLEC12A-"
"cell3695","CD34+CD45RA-CLEC12A-"
"cell3696","CD34+CD45RA-CLEC12A-"
"cell3697","CD34+CD45RA-CLEC12A-"
"cell3698","CD34+CD45RA+CLEC12A-"
"cell3699","CD34+CD45RA-CLEC12A-"
"cell3700","CD34+CD45RA-CLEC12A-"
"cell3701","CD34+CD45RA-CLEC12A-"
"cell3702","CD34+CD45RA-CLEC12A+"
"cell3703","CD34+CD45RA-CLEC12A-"
"cell3704","CD34+CD45RA-CLEC12A-"
"cell3705","CD34+CD45RA-CLEC12A-"
"cell3706","CD34+CD45RA+CLEC12A-"
"cell3707","CD34+CD45RA-CLEC12A-"
"cell3708","CD34+CD45RA-CLEC12A+"
"cell3709","CD34+CD45RA-CLEC12A-"
"cell3710","CD34+CD45RA-CLEC12A-"
"cell3711","CD34+CD45RA+CLEC12A-"
"cell3712","CD34+CD45RA-CLEC12A-"
"cell3713","CD34+CD45RA+CLEC12A-"
"cell3714","CD34+CD45RA-CLEC12A-"
"cell3715","CD34+CD45RA-CLEC12A-"
"cell3716","CD34+CD45RA-CLEC12A-"
"cell3717","CD34+CD45RA+CLEC12A-"
"cell3718","CD34+CD45RA+CLEC12A-"
"cell3719","CD34+CD45RA-CLEC12A+"
"cell3720","CD34+CD45RA-CLEC12A-"
"cell3721","CD34+CD45RA-CLEC12A-"
"cell3722","CD34+CD45RA+CLEC12A-"
"cell3723","CD34+CD45RA-CLEC12A-"
"cell3724","CD34+CD45RA+CLEC12A+"
"cell3725","CD34+CD45RA-CLEC12A-"
"cell3726","CD34+CD45RA-CLEC12A-"
"cell3727","CD34+CD45RA-CLEC12A+"
"cell3728","CD34+CD45RA-CLEC12A-"
"cell3729","CD34+CD45RA-CLEC12A-"
"cell3730","CD34+CD45RA-CLEC12A-"
"cell3731","CD34+CD45RA-CLEC12A-"
"cell3732","CD34+CD45RA+CLEC12A-"
"cell3733","CD34+CD45RA-CLEC12A-"
"cell3734","CD34+CD45RA-CLEC12A-"
"cell3735","CD34+CD45RA-CLEC12A-"
"cell3736","CD34+CD45RA-CLEC12A-"
"cell3737","CD34+CD45RA-CLEC12A-"
"cell3738","CD34+CD45RA-CLEC12A-"
"cell3739","CD34+CD45RA-CLEC12A-"
"cell3740","CD34+CD45RA-CLEC12A-"
"cell3741","CD34+CD45RA+CLEC12A-"
"cell3742","CD34+CD45RA+CLEC12A-"
"cell3743","CD34+CD45RA+CLEC12A+"
"cell3744","CD34+CD45RA-CLEC12A+"
"cell3745","CD34+CD45RA-CLEC12A-"
"cell3746","CD34+CD45RA+CLEC12A-"
"cell3747","CD34+CD45RA+CLEC12A-"
"cell3748","CD34+CD45RA+CLEC12A+"
"cell3749","CD34+CD45RA-CLEC12A-"
"cell3751","CD34+CD45RA+CLEC12A-"
"cell3752","CD34+CD45RA+CLEC12A-"
"cell3753","CD34+CD45RA-CLEC12A-"
"cell3754","CD34+CD45RA-CLEC12A+"
"cell3755","CD34+CD45RA-CLEC12A+"
"cell3756","CD34+CD45RA-CLEC12A-"
"cell3757","CD34+CD45RA-CLEC12A-"
"cell3759","CD34+CD45RA-CLEC12A-"
"cell3760","CD34+CD45RA-CLEC12A-"
"cell3761","CD34+CD45RA+CLEC12A-"
"cell3762","CD34+CD45RA-CLEC12A-"
"cell3763","CD34+CD45RA+CLEC12A-"
"cell3764","CD34+CD45RA-CLEC12A-"
"cell3765","CD34+CD45RA-CLEC12A-"
"cell3766","CD34+CD45RA-CLEC12A-"
"cell3767","CD34+CD45RA-CLEC12A+"
"cell3768","CD34+CD45RA-CLEC12A-"
"cell3769","CD34+CD45RA-CLEC12A-"
"cell3770","CD34+CD45RA-CLEC12A-"
"cell3771","CD34+CD45RA-CLEC12A-"
"cell3772","CD34+CD45RA-CLEC12A-"
"cell3773","CD34+CD45RA-CLEC12A-"
"cell3774","CD34+CD45RA-CLEC12A-"
"cell3775","CD34+CD45RA+CLEC12A-"
"cell3776","CD34+CD45RA-CLEC12A-"
"cell3778","CD34+CD45RA-CLEC12A-"
"cell3779","CD34+CD45RA-CLEC12A-"
"cell3780","CD34+CD45RA-CLEC12A-"
"cell3781","CD34+CD45RA-CLEC12A+"
"cell3782","CD34+CD45RA-CLEC12A-"
"cell3783","CD34+CD45RA-CLEC12A-"
"cell3784","CD34+CD45RA-CLEC12A-"
"cell3785","CD34+CD45RA-CLEC12A-"
"cell3786","CD34+CD45RA+CLEC12A-"
"cell3787","CD34+CD45RA-CLEC12A+"
"cell3788","CD34+CD45RA+CLEC12A-"
"cell3789","CD34+CD45RA-CLEC12A-"
"cell3790","CD34+CD45RA-CLEC12A-"
"cell3791","CD34+CD45RA+CLEC12A-"
"cell3792","CD34+CD45RA+CLEC12A-"
"cell3793","CD34+CD45RA-CLEC12A+"
"cell3794","CD34+CD45RA-CLEC12A-"
"cell3795","CD34+CD45RA-CLEC12A-"
"cell3796","CD34+CD45RA-CLEC12A-"
"cell3797","CD34+CD45RA-CLEC12A-"
"cell3798","CD34+CD45RA-CLEC12A-"
"cell3799","CD34+CD45RA+CLEC12A-"
"cell3800","CD34+CD45RA-CLEC12A+"
"cell3801","CD34+CD45RA-CLEC12A-"
"cell3802","CD34+CD45RA+CLEC12A-"
"cell3803","CD34+CD45RA+CLEC12A+"
"cell3804","CD34+CD45RA-CLEC12A-"
"cell3805","CD34+CD45RA+CLEC12A+"
"cell3806","CD34+CD45RA-CLEC12A+"
"cell3807","CD34+CD45RA-CLEC12A-"
"cell3808","CD34+CD45RA-CLEC12A-"
"cell3809","CD34+CD45RA-CLEC12A-"
"cell3810","CD34+CD45RA-CLEC12A+"
"cell3811","CD34+CD45RA-CLEC12A-"
"cell3813","CD34+CD45RA-CLEC12A-"
"cell3814","CD34+CD45RA-CLEC12A-"
"cell3815","CD34+CD45RA-CLEC12A+"
"cell3816","CD34+CD45RA-CLEC12A-"
"cell3817","CD34+CD45RA-CLEC12A+"
"cell3818","CD34+CD45RA-CLEC12A+"
"cell3819","CD34+CD45RA+CLEC12A-"
"cell3820","CD34+CD45RA-CLEC12A-"
"cell3821","CD34+CD45RA-CLEC12A-"
"cell3822","CD34+CD45RA-CLEC12A-"
"cell3823","CD34+CD45RA-CLEC12A-"
"cell3824","CD34+CD45RA+CLEC12A-"
"cell3825","CD34+CD45RA-CLEC12A-"
"cell3826","CD34+CD45RA-CLEC12A-"
"cell3827","CD34+CD45RA-CLEC12A-"
"cell3828","CD34+CD45RA-CLEC12A-"
"cell3829","CD34+CD45RA-CLEC12A+"
"cell3830","CD34+CD45RA+CLEC12A+"
"cell3831","CD34+CD45RA-CLEC12A-"
"cell3832","CD34+CD45RA-CLEC12A-"
"cell3833","CD34+CD45RA+CLEC12A-"
"cell3834","CD34+CD45RA-CLEC12A-"
"cell3835","CD34+CD45RA+CLEC12A-"
"cell3836","CD34+CD45RA+CLEC12A-"
"cell3837","CD34+CD45RA-CLEC12A-"
"cell3838","CD34+CD45RA-CLEC12A-"
"cell3839","CD34+CD45RA-CLEC12A-"
"cell3840","CD34+CD45RA-CLEC12A-"
"cell3841","CD34+CD45RA-CLEC12A-"
"cell3842","CD34+CD45RA-CLEC12A-"
"cell3843","CD34+CD45RA-CLEC12A-"
"cell3844","CD34+CD45RA-CLEC12A-"
"cell3845","CD34+CD45RA-CLEC12A+"
"cell3846","CD34+CD45RA-CLEC12A-"
"cell3847","CD34+CD45RA-CLEC12A-"
"cell3848","CD34+CD45RA-CLEC12A-"
"cell3849","CD34+CD45RA-CLEC12A-"
"cell3850","CD34+CD45RA-CLEC12A-"
"cell3851","CD34+CD45RA-CLEC12A-"
"cell3852","CD34+CD45RA+CLEC12A-"
"cell3853","CD34+CD45RA-CLEC12A-"
"cell3854","CD34+CD45RA-CLEC12A-"
"cell3855","CD34+CD45RA-CLEC12A-"
"cell3856","CD34+CD45RA-CLEC12A-"
"cell3857","CD34+CD45RA+CLEC12A-"
"cell3858","CD34+CD45RA-CLEC12A-"
"cell3859","CD34+CD45RA-CLEC12A-"
"cell3860","CD34+CD45RA+CLEC12A-"
"cell3861","CD34+CD45RA-CLEC12A+"
"cell3862","CD34+CD45RA-CLEC12A-"
"cell3863","CD34+CD45RA-CLEC12A-"
"cell3864","CD34+CD45RA+CLEC12A-"
"cell3865","CD34+CD45RA-CLEC12A-"
"cell3866","CD34+CD45RA-CLEC12A-"
"cell3867","CD34+CD45RA-CLEC12A-"
"cell3868","CD34+CD45RA+CLEC12A+"
"cell3869","CD34+CD45RA-CLEC12A-"
"cell3870","CD34+CD45RA-CLEC12A-"
"cell3871","CD34+CD45RA+CLEC12A-"
"cell3872","CD34+CD45RA-CLEC12A-"
"cell3873","CD34+CD45RA-CLEC12A-"
"cell3874","CD34+CD45RA+CLEC12A-"
"cell3875","CD34+CD45RA-CLEC12A-"
"cell3876","CD34+CD45RA-CLEC12A-"
"cell3877","CD34+CD45RA-CLEC12A+"
"cell3878","CD34+CD45RA-CLEC12A-"
"cell3879","CD34+CD45RA-CLEC12A-"
"cell3880","CD34+CD45RA-CLEC12A+"
"cell3881","CD34+CD45RA-CLEC12A-"
"cell3882","CD34+CD45RA+CLEC12A-"
"cell3883","CD34+CD45RA-CLEC12A+"
"cell3884","CD34+CD45RA-CLEC12A-"
"cell3885","CD34+CD45RA-CLEC12A+"
"cell3887","CD34+CD45RA+CLEC12A-"
"cell3888","CD34+CD45RA+CLEC12A+"
"cell3890","CD34+CD45RA+CLEC12A-"
"cell3891","CD34+CD45RA+CLEC12A-"
"cell3892","CD34+CD45RA-CLEC12A-"
"cell3893","CD34+CD45RA-CLEC12A-"
"cell3894","CD34+CD45RA-CLEC12A-"
"cell3895","CD34+CD45RA-CLEC12A-"
"cell3896","CD34+CD45RA-CLEC12A-"
"cell3897","CD34+CD45RA-CLEC12A-"
"cell3898","CD34+CD45RA-CLEC12A-"
"cell3899","CD34+CD45RA-CLEC12A+"
"cell3900","CD34+CD45RA-CLEC12A-"
"cell3901","CD34+CD45RA-CLEC12A-"
"cell3902","CD34+CD45RA-CLEC12A-"
"cell3903","CD34+CD45RA-CLEC12A-"
"cell3904","CD34+CD45RA-CLEC12A-"
"cell3905","CD34+CD45RA-CLEC12A-"
"cell3906","CD34+CD45RA-CLEC12A+"
"cell3907","CD34+CD45RA-CLEC12A-"
"cell3908","CD34+CD45RA-CLEC12A-"
"cell3909","CD34+CD45RA-CLEC12A-"
"cell3910","CD34+CD45RA+CLEC12A-"
"cell3911","CD34+CD45RA-CLEC12A-"
"cell3912","CD34+CD45RA-CLEC12A-"
"cell3913","CD34+CD45RA-CLEC12A+"
"cell3914","CD34+CD45RA+CLEC12A-"
"cell3915","CD34+CD45RA-CLEC12A-"
"cell3916","CD34+CD45RA-CLEC12A+"
"cell3917","CD34+CD45RA+CLEC12A-"
"cell3918","CD34+CD45RA-CLEC12A-"
"cell3919","CD34+CD45RA-CLEC12A-"
"cell3920","CD34+CD45RA-CLEC12A-"
"cell3922","CD34+CD45RA+CLEC12A-"
"cell3924","CD34+CD45RA-CLEC12A-"
"cell3925","CD34+CD45RA-CLEC12A-"
"cell3926","CD34+CD45RA+CLEC12A+"
"cell3927","CD34+CD45RA-CLEC12A-"
"cell3928","CD34+CD45RA-CLEC12A-"
"cell3929","CD34+CD45RA-CLEC12A-"
"cell3932","CD34+CD45RA-CLEC12A-"
"cell3933","CD34+CD45RA-CLEC12A-"
"cell3934","CD34+CD45RA-CLEC12A+"
"cell3935","CD34+CD45RA+CLEC12A+"
"cell3936","CD34+CD45RA-CLEC12A-"
"cell3938","CD34+CD45RA-CLEC12A-"
"cell3940","CD34+CD45RA+CLEC12A-"
"cell3942","CD34+CD45RA-CLEC12A+"
"cell3943","CD34+CD45RA-CLEC12A-"
"cell3944","CD34+CD45RA-CLEC12A+"
"cell3945","CD34+CD45RA-CLEC12A-"
"cell3946","CD34+CD45RA-CLEC12A-"
"cell3947","CD34+CD45RA-CLEC12A-"
"cell3948","CD34+CD45RA-CLEC12A-"
"cell3950","CD34+CD45RA-CLEC12A-"
"cell3951","CD34+CD45RA+CLEC12A+"
"cell3952","CD34+CD45RA-CLEC12A-"
"cell3953","CD34+CD45RA-CLEC12A+"
"cell3955","CD34+CD45RA-CLEC12A-"
"cell3956","CD34+CD45RA-CLEC12A-"
"cell3957","CD34+CD45RA-CLEC12A-"
"cell3958","CD34+CD45RA-CLEC12A+"
"cell3959","CD34+CD45RA-CLEC12A+"
"cell3960","CD34+CD45RA+CLEC12A-"
"cell3961","CD34+CD45RA-CLEC12A-"
"cell3962","CD34+CD45RA-CLEC12A-"
"cell3963","CD34+CD45RA-CLEC12A+"
"cell3964","CD34+CD45RA+CLEC12A-"
"cell3965","CD34+CD45RA-CLEC12A-"
"cell3966","CD34+CD45RA-CLEC12A-"
"cell3968","CD34+CD45RA+CLEC12A-"
"cell3969","CD34+CD45RA+CLEC12A-"
"cell3970","CD34+CD45RA+CLEC12A-"
"cell3971","CD34+CD45RA-CLEC12A-"
"cell3972","CD34+CD45RA+CLEC12A-"
"cell3973","CD34+CD45RA-CLEC12A-"
"cell3974","CD34+CD45RA-CLEC12A-"
"cell3975","CD34+CD45RA-CLEC12A+"
"cell3976","CD34+CD45RA+CLEC12A-"
"cell3977","CD34+CD45RA-CLEC12A-"
"cell3978","CD34+CD45RA+CLEC12A-"
"cell3979","CD34+CD45RA-CLEC12A+"
"cell3980","CD34+CD45RA-CLEC12A+"
"cell3981","CD34+CD45RA-CLEC12A-"
"cell3982","CD34+CD45RA-CLEC12A-"
"cell3983","CD34+CD45RA-CLEC12A-"
"cell3984","CD34+CD45RA-CLEC12A-"
"cell3985","CD34+CD45RA-CLEC12A-"
"cell3986","CD34+CD45RA-CLEC12A-"
"cell3987","CD34+CD45RA+CLEC12A-"
"cell3988","CD34+CD45RA-CLEC12A-"
"cell3989","CD34+CD45RA-CLEC12A-"
"cell3990","CD34+CD45RA-CLEC12A-"
"cell3991","CD34+CD45RA-CLEC12A-"
"cell3992","CD34+CD45RA-CLEC12A-"
"cell3993","CD34+CD45RA-CLEC12A-"
"cell3994","CD34+CD45RA+CLEC12A-"
"cell3995","CD34+CD45RA-CLEC12A-"
"cell3996","CD34+CD45RA-CLEC12A+"
"cell3997","CD34+CD45RA-CLEC12A-"
"cell3998","CD34+CD45RA+CLEC12A-"
"cell3999","CD34+CD45RA-CLEC12A-"
"cell4000","CD34+CD45RA+CLEC12A+"
"cell4001","CD34+CD45RA-CLEC12A+"
"cell4002","CD34+CD45RA+CLEC12A-"
"cell4003","CD34+CD45RA-CLEC12A-"
"cell4004","CD34+CD45RA-CLEC12A-"
"cell4005","CD34+CD45RA-CLEC12A+"
"cell4006","CD34+CD45RA+CLEC12A-"
"cell4007","CD34+CD45RA-CLEC12A-"
"cell4008","CD34+CD45RA-CLEC12A-"
"cell4009","CD34+CD45RA+CLEC12A-"
"cell4010","CD34+CD45RA-CLEC12A-"
"cell4011","CD34+CD45RA-CLEC12A+"
"cell4012","CD34+CD45RA-CLEC12A-"
"cell4013","CD34+CD45RA+CLEC12A-"
"cell4014","CD34+CD45RA-CLEC12A-"
"cell4015","CD34+CD45RA+CLEC12A-"
"cell4016","CD34+CD45RA+CLEC12A-"
"cell4017","CD34+CD45RA-CLEC12A-"
"cell4018","CD34+CD45RA-CLEC12A+"
"cell4019","CD34+CD45RA-CLEC12A+"
"cell4020","CD34+CD45RA+CLEC12A-"
"cell4021","CD34+CD45RA-CLEC12A-"
"cell4022","CD34+CD45RA-CLEC12A-"
"cell4023","CD34+CD45RA-CLEC12A+"
"cell4024","CD34+CD45RA-CLEC12A-"
"cell4025","CD34+CD45RA+CLEC12A-"
"cell4026","CD34+CD45RA-CLEC12A-"
"cell4027","CD34+CD45RA+CLEC12A-"
"cell4028","CD34+CD45RA+CLEC12A-"
"cell4029","CD34+CD45RA-CLEC12A+"
"cell4030","CD34+CD45RA-CLEC12A-"
"cell4031","CD34+CD45RA+CLEC12A+"
"cell4032","CD34+CD45RA-CLEC12A+"
"cell4033","CD34+CD45RA-CLEC12A-"
"cell4034","CD34+CD45RA-CLEC12A-"
"cell4035","CD34+CD45RA-CLEC12A-"
"cell4036","CD34+CD45RA-CLEC12A-"
"cell4037","CD34+CD45RA-CLEC12A-"
"cell4038","CD34+CD45RA-CLEC12A-"
"cell4039","CD34+CD45RA-CLEC12A-"
"cell4040","CD34+CD45RA-CLEC12A-"
"cell4041","CD34+CD45RA-CLEC12A-"
"cell4042","CD34+CD45RA-CLEC12A-"
"cell4043","CD34+CD45RA-CLEC12A-"
"cell4044","CD34+CD45RA-CLEC12A+"
"cell4045","CD34+CD45RA-CLEC12A-"
"cell4046","CD34+CD45RA-CLEC12A-"
"cell4047","CD34+CD45RA-CLEC12A-"
"cell4048","CD34+CD45RA-CLEC12A-"
"cell4049","CD34+CD45RA-CLEC12A-"
"cell4050","CD34+CD45RA-CLEC12A-"
"cell4051","CD34+CD45RA-CLEC12A-"
"cell4052","CD34+CD45RA-CLEC12A-"
"cell4053","CD34+CD45RA-CLEC12A-"
"cell4054","CD34+CD45RA-CLEC12A-"
"cell4055","CD34+CD45RA-CLEC12A-"
"cell4056","CD34+CD45RA+CLEC12A-"
"cell4057","CD34+CD45RA-CLEC12A-"
"cell4059","CD34+CD45RA-CLEC12A+"
"cell4060","CD34+CD45RA-CLEC12A-"
"cell4061","CD34+CD45RA-CLEC12A-"
"cell4062","CD34+CD45RA-CLEC12A-"
"cell4063","CD34+CD45RA-CLEC12A+"
"cell4064","CD34+CD45RA-CLEC12A-"
"cell4065","CD34+CD45RA-CLEC12A-"
"cell4066","CD34+CD45RA-CLEC12A-"
"cell4067","CD34+CD45RA-CLEC12A-"
"cell4068","CD34+CD45RA-CLEC12A-"
"cell4069","CD34+CD45RA-CLEC12A-"
"cell4070","CD34+CD45RA-CLEC12A-"
"cell4071","CD34+CD45RA-CLEC12A-"
"cell4072","CD34+CD45RA-CLEC12A+"
"cell4073","CD34+CD45RA-CLEC12A-"
"cell4074","CD34+CD45RA-CLEC12A-"
"cell4075","CD34+CD45RA-CLEC12A-"
"cell4076","CD34+CD45RA+CLEC12A-"
"cell4077","CD34+CD45RA-CLEC12A-"
"cell4078","CD34+CD45RA-CLEC12A-"
"cell4079","CD34+CD45RA-CLEC12A-"
"cell4080","CD34+CD45RA-CLEC12A-"
"cell4081","CD34+CD45RA-CLEC12A-"
"cell4082","CD34+CD45RA-CLEC12A+"
"cell4083","CD34+CD45RA-CLEC12A-"
"cell4084","CD34+CD45RA-CLEC12A-"
"cell4085","CD34+CD45RA-CLEC12A-"
"cell4086","CD34+CD45RA-CLEC12A-"
"cell4087","CD34+CD45RA-CLEC12A-"
"cell4088","CD34+CD45RA-CLEC12A-"
"cell4089","CD34+CD45RA-CLEC12A-"
"cell4090","CD34+CD45RA-CLEC12A-"
"cell4091","CD34+CD45RA-CLEC12A-"
"cell4092","CD34+CD45RA-CLEC12A+"
"cell4093","CD34+CD45RA-CLEC12A-"
"cell4094","CD34+CD45RA-CLEC12A-"
"cell4095","CD34+CD45RA-CLEC12A-"
"cell4096","CD34+CD45RA-CLEC12A-"
"cell4097","CD34+CD45RA-CLEC12A-"
"cell4098","CD34+CD45RA-CLEC12A-"
"cell4099","CD34+CD45RA-CLEC12A-"
